"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19";"V20";"V21";"V22";"V23";"V24";"V25";"V26";"V27";"V28";"V29";"V30";"V31";"V32";"V33";"V34"
"21";0;0.599561869230031;0.269298811973227;0.155637466923182;0.424038947383915;0.304186234238962;0.954297086152996;0.181295902628872;0.325814408494444;0.446962626194945;0.539294557261494;0.475502959971626;0.685916279400001;0.670413914545291;0.807304464886788;0.810875070625955;0.31492218014799;0.249033581902393;0.247183645970299;0.960943905286186;1;0.632583020152431;0.760837961896479;0.802552987229342;0.911553825813683;0.129364363019086;0.846089872694795;0.821093369086621;0.890311085637966;0.913429349024058;0.986791828579049;0.0912317010535261;0.248982587345642;0.0431446619043515
"22";0;0.997489476700661;0.68577959496345;0.44585249140716;0.897269416631813;0.730057506562673;0.638581768215806;0.421648502284167;0.776549887421434;0.892673620615767;0.958815066060306;0.658579030672701;0.907204286637872;0.861183388414213;0.800802275139762;0.625262047431126;0.601686085919492;0.411529986658223;0.637159967683854;0.534920966174438;0.435132134226307;1;0.822818981552406;0.0905392242615059;0.155373196365159;0.279279878271911;0.869565121404797;0.929014141709559;0.781761652120013;0.812739878449531;0.51622579729669;0.264789543107672;0.557151366318539;0.0806760982279311
"23";0;0.866109068678666;0.472963231064939;0.28478310083171;0.685609294186302;0.512424637333287;0.784219724032093;0.273279696171323;0.555685905379704;0.679584883911107;0.772743782811866;0.500484854566478;0.770280556444959;0.722209739749197;0.758410055062736;0.641943929163069;0.417111653301655;0.282792450968309;0.432066409536556;0.883607425134039;0.759993420842765;0.890995024767618;1;0.644017424703909;0.66003125026109;0.177968441239225;0.855914445577319;0.919771584119306;0.818628058019305;0.926366088875492;0.754715122185432;0.161809421571054;0.373778897613386;0.0507521750222045
"24";0;0.538131279074703;0.226348891128753;0.125032611117828;0.369843523839083;0.25380765931925;0.766330571290544;0.133869147462583;0.277897851975245;0.376386248968379;0.458485932989369;0.33280194478646;0.532407045806561;0.505767948840872;0.610896039093247;0.588259954661205;0.230487178006007;0.168224861079721;0.204337059705464;0.921957080679906;0.882105198636841;0.569446834205232;0.783489248086371;1;0.981199845729845;0.0901039135508927;0.678642617017182;0.696490620735931;0.702566821724163;0.79077165018625;0.819699929271659;0.0692780044669242;0.188832148797555;0.0276487131646361
"25";0;0.533060857724726;0.22155276727554;0.122849931206998;0.363284100597827;0.250313662772927;0.829619423872662;0.137896183920072;0.272281099553196;0.375687993639204;0.460199497359949;0.363629371220395;0.562475082915179;0.540704731020575;0.662483308206922;0.656329747878637;0.242097459881858;0.183832392559449;0.200870863355851;0.945248225835598;0.93933882735698;0.565495836702818;0.761736863808735;0.978090704413819;1;0.0953212903551093;0.719521293388495;0.72036874421899;0.755490767028181;0.822702306095099;0.88570148552095;0.0692494593619862;0.193399347990076;0.0304971869227626
"26";0.902562999045347;0.612259948057339;0.900056972435763;0.972324867540134;0.773320077906843;0.886167264564232;0.421754287828447;0.989027538195001;0.856916436951397;0.7941782384937;0.723852313335327;0.902991169151458;0.724268635269122;0.757989024256493;0.645817850310307;0.631118790298221;0.954862060722683;0.985555483127337;0.921820903476588;0.174925021977588;0.216835758746053;0.582786112048988;0.269750690476337;0;0.0233250769242147;1;0.563058459778325;0.515873515899373;0.531111519694095;0.398367878769559;0.318760838903516;0.994776387238869;0.963349150796087;0.973001469335316
"27";0;0.848332075176484;0.509713308303279;0.324358239750036;0.702751742808102;0.557700607029566;0.92352750276162;0.348342796007141;0.587524185057695;0.73117990936942;0.820402191641751;0.709818519261477;0.940408784472829;0.921574769595375;0.975179454303117;0.897568355561471;0.543887836555805;0.415128497064226;0.47563839097723;0.738883950447303;0.747814418849888;0.867764655868206;0.764264570190134;0.24089540313333;0.38936532600493;0.245398534758664;1;0.979801678985746;0.986838269618466;0.952610801741439;0.837486137337729;0.197161123284175;0.461359833710894;0.0788522518390625
"28";0;0.915547438945664;0.546174237425203;0.343342093122162;0.757748440919624;0.593315487352408;0.878529378802804;0.350248459130893;0.631233388134853;0.771994263454359;0.863794417892937;0.666457336895177;0.925057355544354;0.891404546320385;0.924766496006272;0.814216672984689;0.536011846935131;0.389947356522616;0.506226787011708;0.785517616454082;0.736156745018844;0.935315337978052;0.880357558168901;0.326280373515105;0.440727038545629;0.23927664621754;0.981874869142664;1;0.948540477243368;0.968695231416229;0.799823040815977;0.204057810528473;0.467815593850612;0.0733303646000941
"29";0;0.762477173480189;0.433906377385861;0.273275345902642;0.611600202828991;0.47977481433015;0.971284764991958;0.307291674484823;0.503984208034389;0.646225574796275;0.737105906121339;0.683481344830136;0.898102264573345;0.887908121023915;0.976441465173106;0.937940152800858;0.495290741676278;0.391039412175284;0.405328385206264;0.775741043338152;0.824412487839371;0.785766200873304;0.714562703178855;0.300312690274265;0.471552841704153;0.220906370589799;0.987275932302174;0.944595258053412;1;0.949324929405927;0.907746045225846;0.167324602192489;0.407720271757727;0.0734031417027462
"30";0;0.827523348484411;0.442943065297404;0.269204683991586;0.644878684327643;0.486835155904721;0.947247026017446;0.283011032812061;0.520889611265735;0.660951172763406;0.760473761126116;0.59603929638116;0.85343102830542;0.822732412554866;0.903419553079481;0.831417816127848;0.451125928188733;0.333564168128875;0.408208942995145;0.924094102794555;0.891157357687166;0.855816285401707;0.907677116233829;0.577655852294595;0.684387137212565;0.194432646106469;0.964359553727145;0.973794893048831;0.960577782939797;1;0.916436142704432;0.158016895134194;0.382995350931743;0.0605340745536296
"31";0;0.608058529717189;0.285701071298162;0.16904241326516;0.439488164948836;0.322804680887912;0.985891902965045;0.201420386418455;0.342576661267751;0.468872483650972;0.560934795397553;0.528317303267369;0.732063311532288;0.722692938413125;0.862461670840797;0.874284935092661;0.348226823047168;0.281911302753894;0.264144141146675;0.916119498165729;0.984379602383583;0.639514477060974;0.714470839312673;0.653147037954784;0.805783916020996;0.146352060258667;0.884490277381423;0.841531003194623;0.932607110052672;0.921710597802664;1;0.101315023687554;0.273418583293638;0.0499610495874752
"32";0.900845446875788;0.621540399776887;0.913688913995711;0.982791035120002;0.786641475869807;0.898069232281769;0.396388174144667;0.989187282551122;0.870803161532737;0.802567691397201;0.729780428524504;0.880782334265537;0.710403717778583;0.739831503016443;0.620106316081109;0.594487477518359;0.948614454339614;0.969906738391148;0.934019570578909;0.16832630670673;0.199635551053938;0.590839402205778;0.278805778026717;0;0.02021693455654;0.995038288403713;0.545792075354716;0.508053214513349;0.508030192461864;0.387461390116949;0.29529074424241;1;0.964744100718457;0.96523249100306
"33";0.706689252362776;0.74102161248062;0.978044855027668;0.989771891538516;0.892218782088341;0.971809759553721;0.46025920475583;0.989995398515897;0.953979686480846;0.907612605519412;0.845553242711616;0.942158564044025;0.818576018039676;0.840712555423979;0.710899268874989;0.656329318261993;0.994908232408146;0.969924542352359;0.987659457337741;0.211622439260613;0.232859397854905;0.709859175287697;0.360178632418848;0;0.0225461894391625;0.954740326602945;0.64579937033395;0.615081417249909;0.594530534325117;0.474436847986621;0.34058893253693;0.954184855897484;1;0.848326722232005
"34";0.979946528632269;0.5147618771884;0.812936960988961;0.914595485390395;0.671669844982956;0.795782597404891;0.381028565095967;0.940093599434231;0.762007893907737;0.694345367622147;0.623722483643079;0.837857351499529;0.638629104092105;0.676731301528608;0.579767026216334;0.587551016604593;0.886115632957344;0.946804327307272;0.840113613872411;0.147429790268647;0.198052645423402;0.487835627967965;0.211036661533268;0;0.0227480249273239;0.97731260662402;0.491914209615065;0.43877093864955;0.471718104332644;0.339261218872288;0.292006560666803;0.969242189744392;0.895770542009986;1
